name,online_order,book_table,rate,votes,location,rest_type,dish_liked,cuisines,approx_cost(for two people),listed_in(type),listed_in(city)
Mini Punjabi Dhaba,Yes,No,4.2,287,Banashankari,Quick Bites,"Panneer Butter Masala, Lassi, Paratha, Jeera Rice, Paneer Parantha, Bhindi Fry, Veg Kolhapuri",North Indian,350.0,Delivery,Banashankari
Mulabagilu Dosa,Yes,No,3.6,11,Basavanagudi,Quick Bites,Biryani,South Indian,100.0,Delivery,Banashankari
CafÃÂÃÂÃÂÃÂÃÂÃÂÃÂÃÂ© Down The Alley,Yes,No,4.1,402,Banashankari,Cafe,"Waffles, Pasta, Crispy Chicken, Honey Chilli Chicken, Sandwich, Coffee, Crepe",Cafe,500.0,Delivery,Banashankari
Gokul Veg,Yes,No,3.8,469,Basavanagudi,Casual Dining,"Masala Papad, Paneer Satay, Vegetable Biryani, Panneer Butter Masala, Tomato Soup, Manchow Soup, Roti","North Indian, Chinese, Beverages",750.0,Delivery,Banashankari
Olive - Era,Yes,No,3.3,511,Kumaraswamy Layout,Casual Dining,"Shawarma, Biryani, Bbq Chicken, Chicken Grill, Raita","BBQ, Arabian, Rolls, Chinese, North Indian, Juices, Kebab, Desserts",550.0,Delivery,Banashankari
Udupi Ruchi,Yes,No,3.9,57,Banashankari,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Banashankari
Madhappa Hindu Military Hotel,Yes,No,3.4,14,Banashankari,Quick Bites,Biryani,South Indian,300.0,Delivery,Banashankari
Gama Gama,Yes,No,3.9,264,Banashankari,Quick Bites,"Jowar Roti, Buttermilk, Sabudana Vada, Thali, Mirchi Bajji, Brinjal Curry",South Indian,200.0,Delivery,Banashankari
The Vintage Cafe,Yes,No,3.0,62,Banashankari,Cafe,"Burgers, Caramel Milkshake, Iced Coffee, Iced Tea","Cafe, French, North Indian",400.0,Delivery,Banashankari
Pizza Hut,Yes,No,3.8,693,Banashankari,Casual Dining,"Supreme Pizza, Potato Wedges, Masala Lemonade, Tandoori Paneer, Exotic Garlic Bread","Pizza, Fast Food",750.0,Delivery,Banashankari
Mangalore Pearl,Yes,No,3.8,242,Jayanagar,Casual Dining,"Neer Dosa, Sea Food, Ghee Rice, Marwai Sukka, Egg Biryani, Kori Roti, Thai Fish","Mangalorean, Seafood, Chinese, Biryani",650.0,Delivery,Banashankari
Asha Sweets Centre,Yes,No,3.6,27,Basavanagudi,Dessert Parlor,Biryani,Fast Food,250.0,Delivery,Banashankari
Twiststick House,Yes,No,4.1,163,Basavanagudi,Quick Bites,"White Pasta, Noodles, Babycorn Manchurian, Pizza, Veg Momos, Fry Momos, Tawa Pulav","Continental, Fast Food, Street Food, Momos",500.0,Delivery,Banashankari
Cool Corner,Yes,No,4.2,191,Basavanagudi,Quick Bites,"Masala Dosa, Sandwiches, Coffee, Onion Dosa, Rava Dosa, Chaat, Sandwich","Street Food, Fast Food",250.0,Delivery,Banashankari
Pizza Mane,Yes,No,3.5,32,Banashankari,Quick Bites,"French Fries, Burgers","Pizza, Sandwich, Burger, Fast Food",150.0,Delivery,Banashankari
Dal Tadkaa,Yes,No,2.5,247,Banashankari,Casual Dining,"Paratha, Boondi Raita, Roti, Kulfi, Panneer Butter Masala, Sweet Lassi, Dal Tadka",North Indian,500.0,Delivery,Banashankari
Chutney Chang,Yes,Yes,4.1,2339,Jayanagar,Casual Dining,"Veg Momos, Brownie Chocolate, Palak Chaat, Mutton Biryani, Dahipuri, Fish, Sea Food","North Indian, Chinese, BBQ",1500.0,Delivery,Banashankari
Mystique Palate,Yes,No,4.1,337,Jayanagar,Quick Bites,"Noodles, Pasta, Schezwan Momos, Chicken Momo, Teriyaki Chicken, Thukpa, Fries","Chinese, Fast Food",300.0,Delivery,Banashankari
Thamboola,Yes,No,3.9,135,Banashankari,Casual Dining,"Spring Roll, Manchow Soup, Babycorn Manchurian, Mint Cooler, Roti, Panneer Butter Masala","North Indian, Chinese, Continental",800.0,Delivery,Banashankari
Castle Rock,Yes,No,3.6,172,Uttarahalli,Casual Dining,Biryani,"North Indian, Chinese",700.0,Delivery,Banashankari
Vietnamese Kitchen,Yes,No,3.6,105,Banashankari,Casual Dining,"Pho, Papaya Salad, Coffee, Veg Momos, Rolls",Vietnamese,700.0,Delivery,Banashankari
Smacznego,Yes,No,4.2,504,Banashankari,Cafe,"Waffles, Pasta, Coleslaw Sandwich, Choco Waffle, Tacos, Momos, Cheese Nachos","Cafe, Mexican, Italian, Momos, Beverages",550.0,Delivery,Banashankari
C Corner,Yes,No,3.2,36,Kumaraswamy Layout,Quick Bites,Biryani,"Fast Food, Street Food",200.0,Delivery,Banashankari
Paratha Merchant,Yes,No,3.1,39,Kumaraswamy Layout,Quick Bites,Biryani,North Indian,300.0,Delivery,Banashankari
North Rasoe,Yes,No,3.1,5,Kumaraswamy Layout,Casual Dining,Biryani,"North Indian, Chinese, Biryani, Kebab",500.0,Delivery,Banashankari
Toscano,Yes,Yes,4.3,1129,Jayanagar,Casual Dining,"Pizza, Pasta, Salads, Calamari, Ravioli, Pumpkin Soup, Wine","Italian, Salad",1300.0,Delivery,Banashankari
Lord Of The Kitchen,Yes,No,3.9,56,Kumaraswamy Layout,Quick Bites,Biryani,"North Indian, Chinese",350.0,Delivery,Banashankari
Stoned Monkey,Yes,No,4.3,860,Banashankari,Dessert Parlor,"Nachos, Cup Cake, Hot Chocolate Fudge, Salsa, Cheesy Garlic Bread, Waffles, Tiramisu","Desserts, Ice Cream",500.0,Delivery,Banashankari
Central Jail Restaurant,Yes,No,3.8,412,Jayanagar,Casual Dining,"Lime Soda, Manchow Soup, Biryani, Lemon Chicken, Tomato Soup, Butter Naan, Chilli Chicken","Andhra, Seafood, North Indian, Chinese",700.0,Delivery,Banashankari
Bella,Yes,Yes,3.9,142,Jayanagar,Casual Dining,"Murgh Ghee Roast, Fish Fry, Ghee Roast Paneer, Neer Dosa, Appam, Sea Food, Chicken Sukha","Mangalorean, Seafood, South Indian",1000.0,Delivery,Banashankari
Vennela Andhra Meals,Yes,No,3.0,23,Jayanagar,Quick Bites,Biryani,Andhra,400.0,Delivery,Banashankari
New Prashanth Hotel,Yes,No,3.6,143,Jayanagar,Casual Dining,"Ragi Mudde, Lemon Chicken, Chilli Chicken, Chicken Curry, Mutton Chops, Mutton Biryani","South Indian, Biryani, Chinese, North Indian",750.0,Delivery,Banashankari
The Grillo,Yes,Yes,2.8,80,Jayanagar,Casual Dining,Biryani,"South Indian, Arabian, Chinese, North Indian, Seafood, Mangalorean",500.0,Delivery,Banashankari
Re Malnad Nati Style Hotel,Yes,No,3.6,16,JP Nagar,Casual Dining,Biryani,South Indian,400.0,Delivery,Banashankari
Karma Kaapi,Yes,No,4.4,181,Jayanagar,Beverage Shop,"Pasta, Potato Fries, Potato Wedges, Hot Chocolate, Chaat, Filter Coffee, Americano","Beverages, Tea",250.0,Delivery,Banashankari
Tiwari's,Yes,No,3.8,70,Jayanagar,Quick Bites,"Sweet Lassi, Gulab Jamun, Palak Paneer Paratha, Paneer Parantha","North Indian, Street Food",200.0,Delivery,Banashankari
Pizza Stop,Yes,No,3.8,164,Basavanagudi,Quick Bites,"Pizza, White Sauce Pasta, Masala Garlic Bread","Pizza, Italian",600.0,Delivery,Banashankari
Biggies Burger 'n' More,Yes,No,3.6,58,Kumaraswamy Layout,Quick Bites,"Burgers, Fries, Mojito, Chicken Burger","Cafe, Burger, Beverages",650.0,Delivery,Banashankari
Srinathji's Cafe,No,No,3.8,148,Basavanagudi,"Casual Dining, Cafe","Paratha, Sandwich, Chilli Idli, Noodles, Sandwiches, Lime Soda","North Indian, Cafe, Chinese, Fast Food",550.0,Delivery,Banashankari
Kollapuri's,No,No,3.9,206,Basavanagudi,Quick Bites,"Chicken Biryani, Mutton Biryani, Egg Biryani, Chicken Fry, Mutton Fry","South Indian, Mangalorean",450.0,Delivery,Banashankari
Kadamba Classic,No,No,3.6,16,Mysore Road,Quick Bites,Biryani,South Indian,300.0,Delivery,Banashankari
RS Shiv Sagar,No,No,3.7,217,Basavanagudi,Casual Dining,"Chaat, Brownie, Onion Rings, Tomato Soup, Paneer Manchurian, Thali, Faluda","North Indian, Chinese, South Indian, Fast Food, Juices",450.0,Delivery,Banashankari
Kholi Mane,No,No,3.6,46,Basavanagudi,Quick Bites,Biryani,"Andhra, South Indian, Biryani, North Indian",450.0,Delivery,Banashankari
Harshi Super Sandwich,No,No,3.8,148,Basavanagudi,Quick Bites,"Sandwiches, Chocolate Sandwich, Chaat, Veg Cheese Sandwich, Chilli Cheese, Corn Sandwich","Fast Food, Street Food",150.0,Delivery,Banashankari
Cake Yard,No,No,3.4,30,Basavanagudi,Dessert Parlor,Biryani,Desserts,250.0,Delivery,Banashankari
Rosewood International Hotel - Bar & Restaurant,No,No,3.6,8,Mysore Road,Casual Dining,Biryani,"North Indian, South Indian, Andhra, Chinese",800.0,Delivery,Banashankari
Sri Udupi Veg,No,No,3.3,4,Jayanagar,Quick Bites,Biryani,South Indian,250.0,Delivery,Banashankari
Cake Art,No,No,3.5,15,Basavanagudi,"Bakery, Quick Bites",Biryani,Bakery,400.0,Delivery,Banashankari
Potato House,Yes,No,3.4,9,Uttarahalli,Quick Bites,Biryani,Street Food,200.0,Delivery,Banashankari
Matru Sagar,Yes,No,3.7,31,Mysore Road,Quick Bites,Biryani,"South Indian, North Indian",300.0,Delivery,Banashankari
Ugadi,Yes,No,2.9,177,Jayanagar,Casual Dining,"Prawn Biryani, Andhra Meal, Veg Thali, Fry Piece Biryani, Gongura Chicken, Paratha","North Indian, Chinese, Biryani, Andhra, Mangalorean",700.0,Delivery,Banashankari
Sri Krishna Sweets,Yes,No,3.7,22,Basavanagudi,Sweet Shop,Biryani,"Mithai, Desserts",250.0,Delivery,Banashankari
In Time Cane Juice,Yes,No,3.5,10,Kumaraswamy Layout,Beverage Shop,Biryani,"Juices, Beverages",100.0,Delivery,Banashankari
Subway,Yes,No,3.7,136,Banashankari,Quick Bites,"Veggie Delight, Paneer Tikka, Salad","Salad, Fast Food",600.0,Delivery,Banashankari
Daal Roti,Yes,No,2.9,35,Kumaraswamy Layout,Quick Bites,Biryani,"North Indian, Chinese",250.0,Delivery,Banashankari
The Lassi Park,Yes,No,4.1,185,Jayanagar,Quick Bites,"Faluda, Brownie, Sandwich, Kulfi, Fruit Salad, Sweet Lassi, Chocolate Fudge","Juices, Desserts",200.0,Delivery,Banashankari
Cafe Coffee Day,Yes,No,3.2,17,Jayanagar,Cafe,Biryani,"Cafe, Fast Food",900.0,Delivery,Banashankari
A2B - Adyar Ananda Bhavan,Yes,No,3.8,155,Mysore Road,Casual Dining,"Pav Bhaji, Masala Dosa, Idli Vada, Filter Coffee, Pongal, Curd Rice, Kesari Bath","South Indian, North Indian, Chinese, Street Food",400.0,Delivery,Banashankari
Srikrishna Bhavan,Yes,No,3.8,42,Banashankari,Quick Bites,"Roti, Masala Dosa","South Indian, North Indian, Chinese",300.0,Delivery,Banashankari
Timepass Dinner,Yes,No,3.8,286,Basavanagudi,Casual Dining,"Onion Rings, Pasta, Kadhai Paneer, Salads, Salad, Roti, Jeera Rice",North Indian,600.0,Delivery,Banashankari
Green Gardenia,Yes,No,3.8,160,Banashankari,Casual Dining,"Masala Papad, Paneer Satay, Paneer Hyderabadi, Butter Naan, Roti","North Indian, Chinese",700.0,Delivery,Banashankari
J Spice,Yes,No,3.8,59,Banashankari,Casual Dining,"Stuffed Mushroom, Chicken Biryani, Jal-jeera","North Indian, Chinese",750.0,Delivery,Banashankari
Karavali Family Restaurant,Yes,No,3.5,90,Jayanagar,Casual Dining,Biryani,"Seafood, Biryani, South Indian, North Indian, Chinese",500.0,Delivery,Banashankari
Karavali Lunch Home,Yes,No,3.7,51,Kumaraswamy Layout,Quick Bites,Biryani,"South Indian, Mangalorean",350.0,Delivery,Banashankari
Hatti Kaapi,Yes,No,4.0,89,Jayanagar,Quick Bites,"Filter Coffee, Tea, Hot Coffee, Hatti Samosa","South Indian, Beverages",200.0,Delivery,Banashankari
Kolkata Kathi Roll's,Yes,No,3.6,18,Banashankari,Quick Bites,Biryani,"Fast Food, Rolls",250.0,Delivery,Banashankari
Upahara Darshini,Yes,No,3.9,40,Basavanagudi,Casual Dining,Masala Dosa,"North Indian, Chinese, South Indian, Fast Food",600.0,Delivery,Banashankari
The Chaat Shop,Yes,No,2.5,35,Basavanagudi,Quick Bites,"Badam Milk, Potato Twister, Pav Bhaji, Panipuri, Tikki Chaat, Cheese Cutlet",Fast Food,200.0,Delivery,Banashankari
Anda Ka Funda,Yes,No,3.4,89,Jayanagar,Quick Bites,Biryani,"North Indian, Chinese, Rolls",250.0,Delivery,Banashankari
Shri Vinayaka Ice N Juice,Yes,No,3.2,11,Basavanagudi,Quick Bites,Biryani,"Beverages, Fast Food",150.0,Delivery,Banashankari
My Tea House,Yes,No,3.6,62,Banashankari,"Quick Bites, Cafe","Pasta, Iced Tea","Italian, Fast Food, Cafe, European",600.0,Delivery,Banashankari
Ibaco,Yes,No,3.9,33,Jayanagar,Dessert Parlor,Biryani,Desserts,300.0,Delivery,Banashankari
Jalaram Sweets,Yes,No,3.8,32,Jayanagar,Sweet Shop,Biryani,"Desserts, Mithai",250.0,Delivery,Banashankari
Samskruti - Sanman Gardenia,Yes,No,4.1,139,Jayanagar,Casual Dining,"Roti, Butter Kulcha, Fried Rice, Tomato Soup, Curd Rice, Lunch Buffet, Paneer Tikka","North Indian, Chinese, South Indian",550.0,Delivery,Banashankari
Bendakaluru Bytes,Yes,No,3.2,154,Vijay Nagar,Quick Bites,Biryani,Fast Food,300.0,Delivery,Banashankari
Cocoa Bakes,Yes,No,3.6,14,Banashankari,Bakery,Biryani,"Bakery, Desserts",350.0,Delivery,Banashankari
Chumma Delicious,Yes,No,3.7,237,Banashankari,Quick Bites,Chicken Biryani,"South Indian, Fast Food",200.0,Delivery,Banashankari
New Prashanth Hotel,Yes,No,3.9,388,Banashankari,Casual Dining,"Chicken Biryani, Ragi Mudde, Mutton Chops","Biryani, North Indian, Seafood, Andhra",650.0,Delivery,Banashankari
Dwaraka Grand,Yes,No,3.9,128,Kumaraswamy Layout,Casual Dining,"Masala Dosa, Coffee","South Indian, Chinese, Street Food, Juices",500.0,Delivery,Banashankari
Gufha - The President Hotel,Yes,Yes,4.1,1875,Jayanagar,Casual Dining,"Cocktails, Paneer Tikka, Rasmalai, Rabri, Masala Papad, Vegetable Biryani, Chicken Curry","North Indian, Afghani, Mughlai",1200.0,Delivery,Banashankari
Cafe Vivacity,Yes,No,3.8,90,Banashankari,Cafe,"Garlic Bread, Burgers, Sandwiches, Pizza, Hot Chocolate Fudge, Waffles, Potato Wedges",Cafe,650.0,Delivery,Banashankari
Tanna's Kitchen,Yes,No,3.1,7,Kumaraswamy Layout,Quick Bites,Biryani,"Italian, Chinese, Street Food",250.0,Delivery,Banashankari
Shree Mandarathi Grand,Yes,No,3.7,38,Uttarahalli,Casual Dining,Biryani,"South Indian, North Indian",400.0,Delivery,Banashankari
Mojo Pizza - 2X Toppings,Yes,No,4.2,179,Banashankari,Delivery,"Veggie Pizza, Garlic Bread, Lava Cake, Chocolava, Spicy Paneer",Pizza,600.0,Delivery,Banashankari
Iceberg Icecreams,Yes,No,4.0,43,Basavanagudi,Dessert Parlor,Biryani,"Desserts, Ice Cream",250.0,Delivery,Banashankari
South Kitchen,Yes,No,4.3,275,Basavanagudi,Quick Bites,"Kharabath, Crispy Vada, Filter Coffee, Idli Vada, Idli Chutney, Kesari Bath, Gulab Jamun",South Indian,100.0,Delivery,Banashankari
Chung Wah,Yes,No,3.7,323,Jayanagar,Casual Dining,"Noodles, Veg Momos, Chowmein, Schezwan Fried Rice, Clear Soup, Sweet Corn Soup, Chicken Wings","Chinese, Thai, Momos",850.0,Delivery,Banashankari
Shanthi Sagar,Yes,No,3.1,28,Uttarahalli,Casual Dining,Biryani,"South Indian, North Indian, Chinese",400.0,Delivery,Banashankari
Millet Mama,Yes,No,3.9,18,Basavanagudi,Quick Bites,Biryani,"South Indian, Healthy Food",200.0,Delivery,Banashankari
Bangarpet Chat Express,Yes,No,3.3,6,Basavanagudi,Quick Bites,Biryani,"Street Food, Fast Food",100.0,Delivery,Banashankari
Prems Graama Bhojanam,Yes,No,4.3,322,Jayanagar,Casual Dining,"Veg Thali, Matka Kulfi, Pongal, Buttermilk, Vada, Ragi Mudde, Curd Rice",South Indian,400.0,Delivery,Banashankari
Java City,Yes,No,2.6,157,Jayanagar,Cafe,"Coffee, Sandwich, Hot Chocolate, Ice Tea, Sandwiches, Chicken Lasagne, Pizza","Cafe, American, Pizza",450.0,Delivery,Banashankari
Kamat Bugle Rock,Yes,No,3.9,543,Basavanagudi,Quick Bites,"Jowar Roti, Buttermilk, Jolada Rotti, Brinjal Curry, Coffee, Pongal, Vegetable Biryani","South Indian, Fast Food",300.0,Delivery,Banashankari
Woodee Pizza,Yes,No,3.7,180,Banashankari,Cafe,"Pizza, Garlic Bread","Cafe, Pizza, Fast Food, Beverages",500.0,Delivery,Banashankari
Puliyogare Point,Yes,No,4.2,444,Basavanagudi,Quick Bites,"Sweet Pongal, Mini Idlis, Filter Coffee, Open Masala Dosa, Pakoda, Vada, Raagi Dosa",South Indian,100.0,Delivery,Banashankari
Bangalore Agarwal Bhavan,Yes,No,3.9,134,Jayanagar,Quick Bites,"Paratha, Coffee, Halwa, Lassi","Street Food, North Indian, South Indian",400.0,Delivery,Banashankari
Rustic Stove,Yes,No,3.8,577,Jayanagar,Casual Dining,"Vegetable Biryani, Pineapple Rasam, Cheese Garlic Naan, Potato Cheese Ball, Bamboo Chicken Biryani, Chicken Skewer, Fish","North Indian, South Indian, Biryani, Beverages",900.0,Delivery,Banashankari
Udupi Ruchi Grand,Yes,No,4.2,60,Banashankari,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Street Food",200.0,Delivery,Banashankari
De Thaali,Yes,No,3.9,144,Jayanagar,Casual Dining,"Malai Kofta, Sandwich, Naan","North Indian, Chinese, Rolls",550.0,Delivery,Banashankari
Spice Elephant,Yes,No,4.1,787,Banashankari,Casual Dining,"Momos, Lunch Buffet, Chocolate Nirvana, Thai Green Curry, Paneer Tikka, Dum Biryani, Chicken Biryani","Chinese, North Indian, Thai",800.0,Delivery,Banashankari
Just Thindi,Yes,No,3.6,16,Basavanagudi,Quick Bites,Biryani,South Indian,200.0,Delivery,Banashankari
Matru Sagar,Yes,No,3.6,84,Banashankari,Quick Bites,"Coffee, Masala Dosa","South Indian, North Indian, Chinese",250.0,Delivery,Banashankari
Vasanth Vihar - Since 1965,Yes,No,3.6,95,Banashankari,Quick Bites,Biryani,"South Indian, Street Food",150.0,Delivery,Banashankari
Sea Spice by 7 Star,Yes,Yes,4.0,349,Banashankari,Casual Dining,"Sea Food, Neer Dosa, Anjal Masala Fry, Coconut Pudding, Chicken Biryani, Roti, Fish Curry","Seafood, Biryani, Beverages, South Indian, North Indian, Kebab",1200.0,Delivery,Banashankari
Desi Dawat,Yes,No,3.7,248,Kumaraswamy Layout,Quick Bites,"Tandoori Chicken, Rolls","North Indian, Fast Food",400.0,Delivery,Banashankari
Cafe Aira,Yes,No,4.1,216,Basavanagudi,Cafe,"Pasta, Nachos, Jalapeno Poppers, Burrito Bowl, Ferrero Rocher Shake, Falafal Sandwich, Banana Waffles","Cafe, Continental, Beverages, Desserts",500.0,Delivery,Banashankari
Penthouse Cafe,Yes,No,4.0,324,Banashankari,Cafe,"Pizza, Mocktails, Coffee, Nachos, Salad, Pasta, Sandwiches","Cafe, Italian, Continental",700.0,Delivery,Banashankari
Mast Punjabi,Yes,No,2.6,231,Kumaraswamy Layout,Quick Bites,Aloo Paratha,"North Indian, Chinese, Rolls, Biryani, Kebab",400.0,Delivery,Banashankari
South Grand,Yes,No,3.4,102,Uttarahalli,Casual Dining,Rava Dosa,"South Indian, North Indian, Chinese, Beverages",400.0,Delivery,Banashankari
Catch-up-ino,Yes,No,3.9,133,Banashankari,Cafe,"Momos, Mushroom Bruschettas, Jalapeno Cheeseballs, Pasta, Red Velvet Shake, Red Velvet Milkshake, Maggi","Cafe, Fast Food, Continental, Chinese, Momos",800.0,Delivery,Banashankari
The Pizzeria,Yes,No,2.8,45,Banashankari,Casual Dining,Pesto Pizza,"Pizza, Italian, Salad",800.0,Delivery,Banashankari
Cafe Zone,Yes,No,3.9,149,Kumaraswamy Layout,Quick Bites,Biryani,"Fast Food, Chinese, Rolls",300.0,Delivery,Banashankari
Ruchis Point,Yes,No,3.8,75,Banashankari,Quick Bites,"Sandwiches, Noodles, Sandwich","Fast Food, Chinese",200.0,Delivery,Banashankari
Firangi Bake,Yes,No,4.0,53,Rajarajeshwari Nagar,Delivery,"Lasagne, Steak, Masala Quesadilla, Garlic Bread","Mexican, Italian",600.0,Delivery,Banashankari
The Royal Corner - Pai Viceroy,Yes,Yes,4.2,815,Jayanagar,Casual Dining,"Breakfast Buffet, Kulcha, Almond Soup, Lunch Buffet, Roti, Mocktails, Vegetarian","North Indian, Chinese",900.0,Delivery,Banashankari
Hara Fine Dine,Yes,Yes,4.0,633,Banashankari,Casual Dining,"Hara Bhara Kabab, Crispy Corn, Patiala Paneer, Panneer Butter Masala, Dum Biryani, Jal-jeera, Butter Naan","North Indian, Chinese",800.0,Delivery,Banashankari
Chocoberry,Yes,No,3.5,56,Jayanagar,Dessert Parlor,"Waffles, Cup Cake, Chocolate Cake","Ice Cream, Desserts, Beverages",400.0,Delivery,Banashankari
Dakshin Grand,Yes,No,3.0,82,Banashankari,Quick Bites,Biryani,"South Indian, North Indian, Chinese, Street Food",300.0,Delivery,Banashankari
Sandwichwallas,Yes,No,3.7,35,Jayanagar,Quick Bites,Biryani,Fast Food,200.0,Delivery,Banashankari
Chai Mane,Yes,No,3.6,20,Basavanagudi,Quick Bites,Biryani,"Juices, Fast Food",150.0,Delivery,Banashankari
SLV Upachar,Yes,No,3.1,14,Kumaraswamy Layout,Quick Bites,Biryani,"South Indian, Chinese, Street Food",250.0,Delivery,Banashankari
Waffle-A-Go Go,Yes,No,3.9,70,Banashankari,Dessert Parlor,Waffles,"Fast Food, Desserts, Ice Cream",400.0,Delivery,Banashankari
Cross Road Cafe,Yes,No,3.9,91,Jayanagar,Cafe,"Momos, Burgers, Rolls, Sandwich, Hot Chocolate, Tea, Naga Thali","Cafe, Fast Food, Chinese",300.0,Delivery,Banashankari
Anand Donne Biriyani,Yes,No,3.6,45,Jayanagar,Quick Bites,Biryani,Biryani,200.0,Delivery,Banashankari
Seven Star,Yes,No,3.4,7,Banashankari,Quick Bites,Biryani,"North Indian, Chinese",250.0,Delivery,Banashankari
Stop 'N' Joy,Yes,No,3.8,28,Banashankari,Quick Bites,Biryani,Fast Food,150.0,Delivery,Banashankari
Sri Yaksha Shiv Sagar,Yes,No,3.6,24,Banashankari,Casual Dining,Biryani,"North Indian, Chinese",600.0,Delivery,Banashankari
Fudge,Yes,No,3.8,36,Basavanagudi,Dessert Parlor,Biryani,"Desserts, Momos",200.0,Delivery,Banashankari
Just Bunny,Yes,No,3.5,11,Jayanagar,Quick Bites,Biryani,Fast Food,200.0,Delivery,Banashankari
Bakers Town,Yes,No,3.8,77,Kumaraswamy Layout,Cafe,"Freak Shake, Fries, Pasta Alfredo","Cafe, Continental, Fast Food",650.0,Delivery,Banashankari
Shree Mahalakshmi Sweets,Yes,No,3.2,8,Banashankari,Sweet Shop,Biryani,"Mithai, Street Food",100.0,Delivery,Banashankari
Kaapi Kendra,Yes,No,3.7,14,Jayanagar,Quick Bites,Biryani,South Indian,100.0,Delivery,Banashankari
Ivy,Yes,No,3.8,210,Kumaraswamy Layout,Casual Dining,"Butter Chicken, Chicken Grill, Tandoori Chicken, Noodles, Biryani, Fried Rice Chicken","North Indian, Chinese, Fast Food",600.0,Delivery,Banashankari
The Airos,Yes,No,4.1,130,Jayanagar,Cafe,"Pizza, Pasta, Nachos, Burgers, Sandwich, Tea, Cheese Balls","Cafe, Italian, Pizza",650.0,Delivery,Banashankari
Chai Kraft,Yes,No,4.1,30,Jayanagar,Beverage Shop,"Masala Chai, Coffee, Masala Tea, Maggi","Beverages, Tea",100.0,Delivery,Banashankari
Kirthi's Biryani,Yes,No,3.8,144,Banashankari,Cafe,"Pasta, Gelato, Garlic Bread, Mojito, Nachos, Paneer Pizza, Mocktails","Chinese, Cafe, Italian",700.0,Delivery,Banashankari
South Point Pub,Yes,No,3.4,11,Basavanagudi,Bar,Biryani,"North Indian, Seafood, Chinese",800.0,Delivery,Banashankari
The Trundle,Yes,No,3.7,133,Jayanagar,Casual Dining,"Salad, Mocktails, Chocolava, Pesto Pasta, Momos, Jasmine Rice, Tom Yum Soup","Chinese, Thai, Continental, North Indian",700.0,Delivery,Banashankari
